ngc,ra,dec
N2764,136.3569167,21.64622222
N2765,136.25025,3.59475
N2766,136.4477083,30.06777778
N2767,136.6791583,50.60528611
N2768,136.9374583,60.24227778
N2769,136.7639167,50.63744444
N2770,136.6249167,33.32719444
N2770 knot,136.62425,33.33147222
N2770B,136.5670833,33.32583333
N2770Bnw,136.5658333,33.32666667
N2770Bse,136.5683333,33.32527778
N2771,136.795875,50.58369444
N2772,136.3666667,-23.41861111
N2773,136.769625,7.377502778
N2774,136.9615417,18.90094444
N2775,136.92,7.242111111
N2776,137.2320417,45.16038889
N2777,137.0097542,7.411191667
N2778,137.3294583,35.23330556
N2779,137.3453333,35.25927778
N2780,137.413,35.13163889
N2781,137.27375,-14.61111111
N2782,137.7238875,#VALUE!
N2783=N2783A,137.66625,30.19994444
N2783B=I2449,137.6380833,30.20647222
N2784,137.5235417,-23.96625
N2785,138.0129167,41.12572222
N2786,137.7175,12.6475
N2787,138.706625,69.414
N2788,137.0879167,-67.72833333
N2788A,135.5083333,-68.01686111
N2788B,135.7370833,-67.76666667
N2789,138.0022083,29.93811111
N2790,138.0546583,19.9054
N2791,138.0588083,17.80072778
N2792,137.6405833,-42.22088889
N2793,138.4281667,34.64030556
N2794,138.308125,17.79863889
N2795,138.3169167,17.83722222
N2796,138.4234,31.12515
N2797,138.3909167,17.93641667
N2798,138.5395833,#VALUE!
N2799,138.5742083,42.20388889
N2800,138.7686667,52.72458333
N2801,138.4766667,20.14413889
N2802,138.4683125,19.17277778
N2803,138.47825,19.16372222
N2804=I2455,138.49975,20.40813889
N2805,139.0714167,64.31505556
N2806,138.5288333,20.28022222
N2807,138.5450833,20.24575
N2808,137.7664583,-64.65730556
N2809,138.5707083,20.27941667
N2810=N2810A,139.3282083,72.05686111
N2810B,139.3004167,72.08111111
N2811,138.4591667,-16.10388889
N2812,138.7129167,20.12905556
N2813,138.7323042,20.11689722
N2814,139.2842917,64.46405556
N2815,138.5208333,-23.42444444
N2816=N2742,135.9090417,60.68097222
N2817,138.6683333,-4.543333333
N2818,138.5012917,-36.41711111
N2818 OC,138.5333333,-36.40013889
N2819,138.8452917,16.40869444
N2820,139.4281667,64.47127778
N2820A=I2458,139.3612083,64.45083333
N2821,138.6504167,-26.60666667
N2822,138.3129167,-69.43638889
N2823,139.05925,34.21925
N2824,139.0292083,26.48086111
N2825,139.082,33.95388889
N2826,139.0899167,33.83513889
N2827=I2460,139.0662917,34.09172222
N2828,139.132625,34.09985
N2829:,139.2067917,33.86191667
N2829?,139.1488333,33.86533333
N2829?? e,139.1175833,33.85913889
N2829?? w,139.1146667,33.86
N2830,139.160875,33.94966667
N2831,139.1784583,33.95633333
N2832,139.1836667,33.9615
N2833,139.228375,34.13927778
N2834,139.2490417,33.92236111
N2835,138.9036667,-22.14425
N2836,138.285,-69.12583333
N2837,139.009625,-16.2705
N2838,139.3910208,39.52843889
N2839,139.3904167,33.86325
N2840,139.4510833,35.58075
N2841,139.6478792,51.18998611
N2842,138.62125,-62.86055556
N2843,139.4172083,19.13852778
N2844,139.6577917,40.36463889
N2845,139.1541667,-37.79916667
N2846,139.324875,-14.46419444
N2847,139.4483333,-16.30555556
N2848,139.4529167,-16.31305556
N2849,139.3583333,-40.30016667
N2850,139.6120833,-4.727280556
N2851,139.53875,-16.28277778
N2852,140.0194125,40.37827222
N2853,140.0312083,40.41433333
N2854,140.16625,49.41883333
N2855,139.76125,-11.69666667
N2856,140.2214167,49.46386111
N2857,140.31075,49.57205556
N2858,140.0781875,3.371322222
N2859,140.315375,34.72855556
N2860,140.427625,41.27558333
N2861,140.2542917,2.351611111
N2862,140.5002083,26.99127778
N2863=N2869,140.2941667,-10.21833333
N2864,140.4047917,6.155972222
N2865,140.3108333,-22.94666667
N2866,140.1,-50.88341667
N2867,140.00225,-58.09772222
N2868,140.2547292,-10.21473889
N2869=N2863,140.2941667,-10.21833333
N2870,141.062,57.59386111
N2871,140.7379167,11.66
N2872,140.7515417,11.64872222
N2873,140.7757167,11.67075556
N2874,140.7718333,11.64158333
N2875,140.7770833,11.64833333
N2876,140.6875,-6.500555556
N2877,140.7982083,2.445444444
N2878,140.8004375,2.306202778
N2879,140.7399167,-11.43594444
N2880,141.42325,62.70980556
N2881nw,140.8704167,-11.77555556
N2881se,140.87375,-11.77916667
N2882,140.9842917,8.171
N2883,140.8041667,-33.88611111
N2884,140.9966667,-11.33805556
N2885=I0538,141.1118333,23.23741667
N2886,141.0895833,-21.52055556
N2887,140.5670833,-63.59666667
N2888,141.0333333,-27.81833333
N2889,141.1966667,-11.425
N2890,141.0283333,-14.31194444
N2891,141.175,-24.565
N2892,142.1687917,67.83844444
N2893,141.8328333,29.75986111
N2894,141.71175,7.937527778
N2895,142.1971667,57.70386111
N2896,141.8547208,23.88278889
N2897,141.7930958,2.426433333
N2898,141.7958708,2.2837
N2899,141.3789583,-55.88777778
N2900,141.9096667,4.363722222
N2901,142.2525,31.33333333
N2901?,142.3370833,31.34055556
N2902,142.1241667,-14.515
N2903,142.3340833,#VALUE!
N2904,142.0291667,-30.16388889
N2905,142.3420833,21.73944444
N2906,142.3602917,8.663277778
N2907,142.3122917,-16.51472222
N2908,144.3564583,79.92919444
N2909,143.2383333,66.165
N2909ne,143.2410833,66.16638889
N2909sw,143.2356667,66.16358333
N2910,142.2083333,-52.68355556
N2911,142.7718333,10.37525
N2911 comp,142.7929167,10.38158333
N2912,142.8162083,10.41527778
N2913,142.842875,9.702111111
N2914,142.8412708,10.33159444
N2915,141.6279167,-76.40833333
N2916,143.0329167,21.92913889
N2917,142.9787917,-2.281055556
N2918,143.1906667,31.92930556
N2919,143.0271667,10.50713889
N2920,142.9733333,-20.63638889
N2921,143.0533333,-20.69722222
N2922,143.451,37.91877778
N2923,143.3254,16.98461111
N2924,143.2029917,-16.17461944
N2925,142.8833333,-53.16680556
N2926,143.633,33.06647222
N2927,143.6007917,23.81583333
N2928,143.6014583,17.20225
N2929,143.6631667,23.38611111
N2930,143.6748333,23.42822222
N2931,143.6955833,23.46580556
N2932,143.5,-46.7
N2933,143.7886667,17.24025
N2933 comp,143.7926667,17.25091667
N2934,143.7892458,17.27988611
N2935,143.6091667,-20.90361111
N2936,143.786,2.985694444
N2936n knot,143.7845833,2.987777778
N2936sw knot,143.7808333,2.978333333
N2937,143.7885292,2.972997222
N2938,143.283,76.54408333
N2939,143.8649583,9.74875
N2940,143.85305,9.8424
N2941,143.9105417,17.27
N2942,144.0327083,34.23225
N2943,143.9465833,17.25741667
N2944m,144.0817083,32.53688889
N2944se,144.088875,32.53211111
N2944w,144.0765,32.53694444
N2945,143.8458333,-21.80972222
N2946,144.0654583,17.25191667
N2947=I0547=I2494,143.42,-12.21277778
N2948,144.0859583,7.182055556
N2949e,144.29975,17.01410278
N2949w,144.2905958,17.01198611
N2950,144.7424583,59.07986111
N2951e,144.279675,-0.008483333
N2951e+w,144.27875,-0.008333333
N2951w,144.27625,-0.008888889
N2952,143.7925,-9.958333333
N2953,144.3958333,15.05016667
N2954,144.4170833,15.14963889
N2955,144.5623333,36.11080556
N2956,144.23625,-18.87444444
N2957A,145.66525,73.21813889
N2957B,145.67585,73.21541944
N2958,144.4990833,12.11566667
N2959,145.2457083,68.82516667
N2959A=N2961,145.3016667,68.83916667
N2960,144.5010833,3.804194444
N2961=N2959A,145.3016667,68.83916667
N2962,144.5695833,5.39375
N2963,145.811875,73.1965
N2964,144.9862083,32.07616667
N2965,145.0728333,36.47716667
N2965 comp,145.073625,36.46630556
N2966,144.8942375,4.902016667
N2967,144.87275,-0.564722222
N2968,145.0599167,32.15786111
N2969,144.8604167,-8.375
N2970,145.1388583,32.20665556
N2971,145.185875,36.40880556
N2972=N2999,144.605,-50.09555556
N2973:,144.845875,-29.81997222
N2973?,144.836625,-29.862
N2974,145.0070833,-3.470833333
N2975,144.7236958,-16.4462
N2976,145.7915833,#VALUE!
N2977,144.7135833,75.08916667
N2978,145.2058333,-9.516388889
N2979=N3050,145.17375,-10.15472222
N2980,145.1858333,-9.383333333
N2981,145.5001667,31.32855556
N2982,145.0166667,-43.78347222
N2983,145.33875,-20.24777778
N2984=I0556,145.2465417,11.29055556
N2985,146.4718333,72.51233333
N2986,145.4870833,-21.04833333
N2987,145.7685417,5.172777778
N2988,145.9959167,22.24347222
N2989,145.7666667,-18.14388889
N2990,145.916125,5.940444444
N2991,146.0049583,22.24558333
N2992,145.8236167,-14.09565833
N2993,145.8504167,-14.1375
N2994,146.1141667,22.32127778
N2995,145.50125,-54.36666667
N2996,146.04625,-21.34027778
N2997,145.864875,-30.95894444
N2998,146.3932917,44.31408333
N2999=N2972,144.605,-50.09555556
N3000,146.424625,44.36413889
N3001,146.0279167,-30.20611111
N3002,146.4497083,44.28969444
N3003,146.4079167,33.65441667
N3004,146.4701667,44.34422222
N3005,146.5242083,44.36308333
N3006,146.5345,44.25919444
N3007,146.3158333,-6.206111111
N3008,146.6042083,44.33522222
N3009,146.757625,44.52861111
N3010A,146.8558583,44.55744722
N3010B,146.8499583,44.54836111
N3010C,146.8761667,44.56497222
N3011,146.6855792,#VALUE!
N3012,146.7213625,34.94768611
N3013,146.7979167,33.80310278
N3014,146.6545833,-4.509722222
N3015,146.7010833,1.378416667
N3016,146.7865,12.92869444
N3017,146.6290667,-2.588947222
N3018,146.7803333,-0.855861111
N3019,146.855,12.97916667
N3020,146.8524583,13.04744444
N3021,146.99825,33.78822222
N3022,146.78625,-4.933055556
N3023,146.826125,-0.852888889
N3024,146.939125,12.99969444
N3025,146.79,-21.50861111
N3026,147.0062917,28.78477778
N3027,147.8200417,72.44044444
N3028,146.8875,-18.95083333
N3029,146.604875,-7.818027778
N3030,146.935475,-11.99267778
N3031,147.8639358,#VALUE!
N3032,147.3096583,29.47139444
N3033,146.7375,-56.18338889
N3034,147.9335833,69.91791667
N3035,147.3558333,-6.588055556
N3036,146.9666667,-62.43338889
N3037,147.2845833,-26.77527778
N3038,147.27,-32.51888889
N3039,147.477,2.389388889
N3040A,147.5777708,19.66733889
N3040B,147.5705,19.67761111
N3041,147.5946667,16.91369444
N3042,147.6912083,-0.933805556
N3043,148.1739583,59.54436111
N3044,147.7750833,1.815527778
N3045,147.7329167,-18.40944444
N3046,147.7708333,-27.08352778
N3046?=N3051,147.93,-27.04916667
N3047,147.9955417,-1.054722222
N3047A,147.98425,-1.052111111
N3048ne,148.0576667,16.69611111
N3048se,148.057,16.69433333
N3048sw,148.0509167,16.69297222
N3049,148.04225,9.508722222
N3050=N2979,145.17375,-10.15472222
N3051=?N3046,147.93,-27.04916667
N3052,148.025,-18.40222222
N3053,148.2065833,16.67011111
N3054,148.0495833,-25.46583333
N3055,148.1720833,4.507194444
N3056,148.0741667,-28.06111111
N3057,149.967125,80.52861111
N3058n,147.7883333,-12.2425
N3058s=I0573,147.7920833,-12.24638889
N3059,147.41,-73.68666667
N3060,148.395875,17.06911111
N3061,147.8255833,76.10297222
N3062,148.5044625,1.666608333
N3063,149.3470833,72.35805556
N3063 n*,149.3488333,72.36008333
N3063 s*,149.3460417,72.35708333
N3064,148.2983333,-6.126388889
N3065,149.3996667,72.41080556
N3066,149.46825,72.36602778
N3067,148.858125,32.60866667
N3068=N3068A,148.9478542,29.11671389
N3068B,148.9390792,29.11033889
N3069=I0580,148.8186667,10.67141667
N3070,148.862,10.59908333
N3071,148.9926333,31.85971667
N3072,148.75875,-19.11611111
N3073,149.3715417,55.85925
N3074,149.1806625,35.63259444
N3075,149.0570417,14.65883333
N3076,148.8129167,-17.93972222
N3077,149.8385,68.97561111
N3077N,149.832375,68.97530556
N3078,149.0333333,-26.68666667
N3079,149.6458167,#VALUE!
N3079se,149.6479167,55.92011111
N3080,149.3097083,13.28363889
N3081=I2529,149.2915042,-22.58593056
N3082,149.1625,-30.11722222
N3083,149.3233333,-2.637777778
N3084=I2528,149.2075,-26.88861111
N3085,149.28,-19.25277778
N3086,149.4120833,-2.736111111
N3087,149.24125,-33.98555556
N3088=N3088A,149.586725,22.64588889
N3088B,149.5941667,22.64055556
N3089,149.3379167,-28.09055556
N3090,149.4920417,-2.728611111
N3091,149.4680833,-19.39597222
N3092,149.5638333,-2.772194444
N3093,149.5890583,-2.731322222
N3094,149.6780833,16.01130556
N3095,149.4695833,-31.31222222
N3096,149.54715,-19.42155
N3097,150.1875,60.36669444
N3098,149.8655417,24.95247222
N3099=N3099A,149.9226458,32.94854444
N3099B,149.9,32.95002778
N3100=N3103,149.6155,-31.42313889
N3101,149.7636667,-2.754
N3102,150.252625,60.35027778
N3103=N3100,149.6155,-31.42313889
N3104,150.23025,40.99941667
N3105,149.7166667,-54.53355556
N3106,150.2984833,31.42815833
N3107,150.4196667,13.86427778
N3108,150.0658333,-31.43444444
N3109,150.2,-25.91527778
N3109 bar,150.2265,-25.91563889
N3110=N3122=N3518,150.3827083,-6.232194444
N3111,150.7452417,47.50632222
N3112,150.40725,-20.53916667
N3113,150.54125,-28.20055556
N3114,150.2458333,-59.86686111
N3115,150.6854167,-7.475527778
N3116,150.9662292,31.34206667
N3117,150.8960833,3.156230556
N3118,151.0709167,33.27236111
N3119=N3121,151.0413333,14.61777778
N3120,150.7958333,-33.97694444
N3121=N3119,151.0413333,14.61777778
N3121n,151.0420833,14.61972222
N3122=N3110=N3518,150.3827083,-6.232194444
N3123,151.1166667,-0.300194444
N3124,151.0716667,-18.97777778
N3125,151.07625,-29.69138889
N3126,151.3635833,32.10797222
N3127,151.0008333,-15.88222222
N3128,150.90375,-15.87888889
N3129,151.3954167,18.67583333
N3130,151.3874167,10.22163889
N3131,151.4671667,18.47611111
N3132,151.2291375,-40.19167778
N3133,151.1901667,-11.72069444
N3134,152.4530833,12.62466667
N3135,151.9520417,46.19652778
N3136,151.1291667,-67.13333333
N3136A,150.5741667,-67.20555556
N3136B,152.2166667,-66.75833333
N3137,151.7122917,-28.81838889
N3138,151.7060417,-11.71108333
N3139,151.9077167,-11.53240833
N3140,151.76375,-16.38222222
N3141,151.7308917,-16.40768889
N3142,151.905,-8.233611111
N3143,151.9045833,-12.33527778
N3144=N3174,152.7982917,74.46891667
N3145,151.9291667,-12.18805556
N3146,152.1991667,-20.62305556
N3147,153.1645417,73.65008333
N3148,152.6381667,50.74441667
N3149,151.08375,-80.17833333
N3150,152.61725,38.90538889
N3151,152.6299583,38.86697222
N3152,152.6499583,39.09041667
N3153,152.5405417,12.91463889
N3154,152.575375,17.28208333
N3155=N3194,153.3355417,74.59736111
N3156,152.5241667,3.377222222
N3157=I2555,152.3658333,-31.39527778
N3158,152.71875,39.01283333
N3159,152.7286042,38.90232778
N3160,152.737375,39.09066667
N3161,152.7553,38.905175
N3162=N3575,152.688125,22.98586111
N3163,152.7882083,38.90063889
N3164,152.967,56.92105556
N3165,152.7321667,3.623472222
N3166,152.790375,3.6735
N3167,152.9375,29.83352778
N3168,153.2383333,60.48425
N3169,152.912375,3.715805556
N3170,153.2885417,46.86161111
N3171,153.3089083,-20.39787778
N3172,174.6251583,89.37050556
N3173,153.0708333,-27.44388889
N3174=N3144,152.7982917,74.46891667
N3175,153.104,-28.62272222
N3176,153.00375,-18.78333333
N3177,153.4540417,21.37316667
N3178,153.4325,-15.54194444
N3179,153.7411208,41.3646
N3180ne,153.79675,41.69911111
N3180sw,153.78725,41.69202778
N3181,153.7999583,41.663
N3182,154.0529583,58.45683333
N3183=N3218,154.3930833,74.42863889
N3184,153.8224583,#VALUE!
N3185,153.72175,21.93847222
N3186:,153.3163333,7.213027778
N3186?,153.7521125,7.221472222
N3187,153.7595417,22.12380556
N3188,154.1,57.67411111
N3188A,154.0808333,57.67
N3189,153.8285,22.08213889
N3190,153.83475,22.083
N3191=N3192,154.0032917,46.70530556
N3192=N3191,154.0032917,46.70530556
N3193,153.9144167,22.14463889
N3194=N3155,153.3355417,74.59736111
N3195,152.4888333,-80.61169444
N3196,154.000275,27.91933056
N3197,152.3832917,78.06786111
N3198,154.2160417,45.8015
N3199,153.9041667,-57.66675
N3200,154.0495833,-17.73138889
N3201,153.890625,-46.162
N3202,154.3805,43.27283333
N3203,154.3104167,-26.44694444
N3204,154.3429583,28.0685
N3205,154.456875,43.22325
N3206,154.6269167,57.18238889
N3207,154.5011292,43.23722778
N3208,154.3383333,-25.5625
N3209,154.4629167,25.75630556
N3210,155.72575,80.0875
N3211,154.0525417,-62.41944444
N3212,155.8013083,80.07836111
N3213,154.6400417,19.90386111
N3214,154.9660417,57.2915
N3215,155.9049167,80.06808333
N3216,154.7289583,24.17522222
N3217=I0606,155.2227917,11.21294444
N3218=N3183,154.3930833,74.42863889
N3219e,154.9382917,38.83130556
N3219w,154.9220708,38.83203333
N3220=I0604,155.1177083,57.27975
N3221,154.897375,21.82116667
N3222,154.96075,20.13980556
N3223=I2571,154.835,-34.01361111
N3224,154.8620833,-34.44333333
N3225,155.467625,58.40386111
N3226,155.1799708,20.15177778
N3227,155.1950375,#VALUE!
N3228,154.8458333,-51.46680556
N3229,155.2116667,-0.318444444
N3230,155.266625,12.82086111
N3231,155.8420833,67.06638889
N3232,155.3995417,28.28136111
N3232n,155.3995833,28.28266667
N3232s,155.3991667,28.27991667
N3233,154.89625,-22.01527778
N3234=N3235,155.5459167,28.27777778
N3235=N3234,155.5459167,28.27777778
N3236,155.85595,61.52775278
N3237,155.6965417,39.90080556
N3238,155.8640417,57.48102778
N3239,155.5985417,17.41419444
N3239 knot,155.6072042,17.40810833
N3240,155.5329167,-21.5375
N3241,155.5029167,-32.22888889
N3242,155.5898458,-18.38857222
N3243,155.9538333,-2.36775
N3244,155.8241667,-39.57361111
N3245,156.1250833,28.76283333
N3245A,156.0530417,28.89477778
N3246,156.0255833,4.116555556
N3247,156,-57.66672222
N3247nw,155.5416667,-57.50011111
N3248,156.251875,23.10275
N3249,156.0291667,-34.70861111
N3250,156.0870833,-39.68888889
N3250A,156.425,-39.82527778
N3250B,156.3879167,-40.18
N3250C,156.3783333,-39.74666667
N3250D,156.4416667,-39.55944444
N3250E,156.7041667,-39.82666667
N3251=I2579,156.6255417,26.35519444
N3252,157.5944583,74.02180556
N3253,156.4486667,12.96013889
N3254,156.6306667,29.74780556
N3255,156.1833333,-60.41675
N3256,156.4279167,-43.64916667
N3256A,155.93125,-43.49361111
N3256B,156.7204167,-44.14694444
N3256C,156.7375,-43.595
N3257,156.6320833,-35.40222222
N3258,156.66,-35.34944444
N3258A,156.5166667,-35.19861111
N3258B,157.0407917,-35.30677778
N3258C,157.28625,-34.96305556
N3258D,157.41625,-35.15222222
N3258E,157.5366667,-34.74083333
N3259,157.2751667,65.29891667
N3260,156.7125,-35.33944444
N3261,156.7229167,-44.40111111
N3262,156.7403333,-43.90411111
N3263,156.7701667,-43.8665
N3264,157.2842917,56.34119444
N3265,157.07875,29.05366667
N3266,157.458375,65.00730556
N3267,156.8882083,-35.06602778
N3268,156.9384167,-35.06911111
N3269,156.92375,-34.96755556
N3270,157.1849583,25.12633333
N3271=I2585,157.0466667,-35.10280556
N3272,157.251625,28.72608333
N3273,157.0575,-35.35444444
N3274,157.3746667,27.92641667
N3275,157.1570833,-36.48111111
N3275A,156.95725,-36.43722222
N3276,157.2370833,-39.68805556
N3277,157.532875,28.76938889
N3278,157.3458333,-39.69861111
N3279=I0622,158.016875,11.45602778
N3280ne=N3295ne,157.5762625,-12.37680556
N3280s=N3295s,157.5726583,-12.37950556
N3280w=N3295w=I0617,157.5655125,-12.37956667
N3281,157.3999208,-34.597525
N3281A,157.427375,-34.94058333
N3281B,157.4005417,-34.94769444
N3281B comp,157.3891667,-34.94825
N3281C,157.6791667,-34.62833333
N3281D,158.0083333,-34.14472222
N3282,157.4945833,-22.04361111
N3283,157.2672917,-45.99363889
N3284=N3286,158.2810417,58.87919444
N3285,157.8125,-27.19611111
N3285A,157.6166667,-27.26444444
N3285B,158.06625,-27.39472222
N3286=N3284,158.2810417,58.87919444
N3287,158.0157083,21.90741667
N3288,158.3010833,58.81566667
N3289,157.9625,-35.06472222
N3290,158.2133333,-17.0175
N3291,158.3082083,37.53372222
N3292,158.2636667,-5.919972222
N3293,158.4833333,-57.96672222
N3294,158.35,37.58388889
N3295ne=N3280ne,157.5762625,-12.37680556
N3295s=N3280s,157.5726583,-12.37950556
N3295w=N3280w=I0617,157.5655125,-12.37956667
N3296=I0618,157.5722292,-12.45960556
N3297,157.682325,-12.41393333
N3298,158.5402917,50.37975
N3299,158.4359167,12.96633333
N3300,158.4939583,14.43047222
N3301=N3760,158.55175,22.14155556
N3302,158.3708333,-32.09944444
N3303,158.5745833,18.39666667
N3303nw,158.5735833,18.39761111
N3303se,158.5763333,18.39566667
N3304,158.69085,37.71577222
N3305,158.4608333,-26.9025
N3306,158.6295833,12.91222222
N3307,158.4833333,-27.27
N3308,158.5045833,-27.17805556
N3309,158.5608333,-27.25833333
N3310,158.9162083,53.76344444
N3311,158.5904167,-27.26833333
N3312=I0629,158.67125,-27.30555556
N3313,158.7625,-25.05861111
N3314,158.715,-27.42416667
N3314nw=N3314A,158.71525,-27.42405556
N3314se=N3314B,158.7156667,-27.42480556
N3315,158.7408333,-26.93138889
N3316,158.81625,-27.33388889
N3316 comp,158.8191667,-27.33972222
N3317,158.84125,-27.25972222
N3318,158.76125,-41.36777778
N3318A,158.3316667,-41.48138889
N3318B,158.8380417,-41.20555556
N3319,159.0618333,#VALUE!
N3320,159.1553333,47.65783333
N3321=N3322,159.0904167,-11.38833333
N3322=N3321,159.0904167,-11.38833333
N3323,159.2259583,25.58308333
N3324,158.8520833,-58.37416667
N3325,159.1945458,-0.060830556
N3326,159.2329583,5.368611111
N3327,159.3069167,24.35233333
N3328:,159.3192083,9.561194444
