ngc,ra,dec
N6203,249.5890875,23.87059167
N6204,250.6166667,-46.91683333
N6205,249.9748333,36.554
N6206=I1227,249.8219167,58.71286111
N6207,250.3224167,36.92558333
N6208,251.3666667,-53.63347222
N6209,252.2558333,-72.505
N6210,250.5983542,23.89060278
N6211,250.1419167,57.87772222
N6212,250.42475,39.89891667
N6213,250.1814583,57.9085
N6214,249.8323333,66.13547222
N6215,251.6979167,-58.90722222
N6215A,252.1233333,-58.86472222
N6216=N6222,251.4458333,-44.63347222
N6217,248.7664167,78.30025
N6218,251.16025,-1.859305556
N6219,250.9954583,9.12725
N6220,251.1640208,-0.187252778
N6221,252.1064167,-59.13402778
N6222=N6216,251.4458333,-44.63347222
N6223,250.6140833,61.67008333
N6224,251.466125,6.399
N6225,251.4784583,6.309638889
N6226=?N6202,250.7013333,62.07541667
N6227,252.0166667,-41.13333333
N6227 *,252.0174167,-41.14661111
N6228,251.5014583,26.29961111
N6229,251.39275,47.61538889
N6230,252.0756667,4.688583333
N6231,252.6666667,-41.7335
N6232,250.943375,70.72336111
N6233,252.0405833,23.66419167
N6234,252.368875,4.4664
N6235,252.605375,-22.09463889
N6236,251.2614167,70.86980556
N6237,251.1416667,70.71680556
N6238,251.6785833,62.23408333
N6239,252.1269583,42.82388889
N6240=I4625,252.6159167,2.483027778
N6241,252.1745417,45.50494444
N6242,253.0291667,-39.36691667
N6243,252.5840833,23.41458333
N6244,251.87825,62.28647222
N6245,251.4583333,70.8835
N6246,252.217875,55.62758333
N6246A,252.3022083,55.46844444
N6247sw=I1233ne,251.968875,63.06475
N6247sw=I1233sw,251.9616667,63.06230556
N6248,251.69475,70.44316667
N6249,253.5166667,-44.73336111
N6250,253.5625,-45.85016667
N6251,249.4887625,82.63834167
N6252,249.5340458,82.67676111
N6253,253.775,-52.63333333
N6254,253.6284167,-4.021888889
N6255,253.25375,36.58088889
N6256,254.0421667,-37.04675
N6257,253.5956667,39.72297222
N6258,252.9554167,60.59536111
N6259,254.2791667,-44.56691667
N6260,252.858,63.79641667
N6261,253.6288125,28.05474722
N6262?,254.4534167,57.17258333
N6262??,252.8319167,55.98713889
N6263,253.68085,27.89907222
N6264,253.8183333,27.92555556
N6265,253.8723958,27.92043611
N6266,254.5072083,-30.03991667
N6267,254.0090417,23.06025
N6268,254.6791667,-39.65011111
N6269,253.9935542,27.93019722
N6270,254.18525,27.93394444
N6271,254.2132083,28.03963889
N6272,254.244625,28.00513889
N6273,254.8834583,-26.19691667
N6274,254.3494167,30.02019444
N6274 comp,254.35325,30.01425
N6275,253.7808333,63.32
N6276=I1239,254.6616375,23.11673611
N6277,254.6775,23.11166667
N6278,254.68325,23.08344444
N6279,254.4054542,47.31111667
N6280,254.8804167,6.736944444
N6280 comp,254.8829167,6.737777778
N6281,255.3208333,-37.91666667
N6282,254.71,29.8925
N6283,254.538625,49.99491667
N6284,255.354625,-24.69561111
N6285,254.405625,59.03002778
N6286,254.4378333,59.01155556
N6287,255.5343333,-22.63927778
N6288,254.3920708,68.531525
N6288 comp,254.3945833,68.53719444
N6289,254.479125,68.58858333
N6289 comp,254.478375,68.59080556
N6290,255.0419583,59.04155556
N6291,255.0389167,59.00872222
N6292,255.6129167,61.11291667
N6293,256.7655833,-26.52013889
N6294,256.79125,-26.51222222
N6294 nw*,256.7898333,-26.51175
N6294 se*,256.7927917,-26.51377778
N6295,255.6475,60.40611111
N6296,256.5637083,3.957222222
N6297=N6298,255.7703167,62.09368889
N6298=N6297,255.7703167,62.09368889
N6299,256.1463458,62.52409722
N6300,258.0755833,-62.76544444
N6301=I4643,256.7432083,42.40155556
N6302,257.5878333,-37.04536111
N6303,256.320125,68.89352778
N6304,257.8392083,-29.40527778
N6305,258.405,-59.11805556
N6306,256.7475833,60.79219444
N6307,256.7625833,60.81402778
N6308,257.4759167,23.43911111
N6309,257.8142083,-12.85336111
N6310,256.8382917,61.05286111
N6311,257.2827083,41.71127778
N6312,257.3071792,42.34771389
N6313,257.251625,48.39216667
N6314,257.6381542,23.32875833
N6315,257.6683333,23.28138889
N6316,258.3679583,-28.08538889
N6317,257.138,62.95952778
N6318,258.1791667,-39.36672222
N6319,257.32675,63.03386111
N6320,257.822125,40.32416667
N6321,258.0615417,20.36991667
N6322,258.7083333,-42.86691667
N6323,257.9454583,43.83913889
N6324,256.7565417,75.47163889
N6325,258.734625,-23.71338889
N6326,259.2047917,-51.70494444
N6327,258.128625,43.70494444
N6328,259.6918225,-64.96331278
N6329,258.1828333,43.74044444
N6330,258.4484583,29.45852778
N6331,256.5990833,78.69486111
N6331m,256.5995833,78.69555556
N6331m+se,256.6036667,78.69588889
N6331nw,256.5795,78.69805556
N6331se,256.6070833,78.69472222
N6332,258.381875,43.71502778
N6333,259.0667083,-18.46511111
N6334,259.3666667,-36.05005556
N6335,259.0791667,-30.10022222
N6335:,259.1125,-30.11688889
N6335?,259.3254167,-30.1
N6336,258.691,43.87402778
N6337,259.7070417,-38.43575
N6338,258.6315833,57.46566667
N6339,258.873375,40.89761111
N6340,257.8169167,72.36405556
N6341,258.8965,43.18919444
N6342,259.554125,-19.53852778
N6343,258.9152083,41.10513889
N6344,258.935,42.48638889
N6344 ne*,258.9382083,42.48875
N6344 sw*,258.9319583,42.48477778
N6345,258.63625,57.40461111
N6346,258.6369167,57.37694444
N6347=I1253,259.4194167,16.71022222
N6348nw,259.1911667,41.69878333
N6348se,259.2018333,41.69325
N6349,259.3362458,36.11130278
N6350,259.2792917,41.74508333
N6351,259.355125,36.11025
N6351ne,259.35725,36.11136111
N6351nw,259.354125,36.11119444
N6351nw+se,259.3549583,36.11072222
N6351se,259.355125,36.11052778
N6351sw,259.3514167,36.10930556
N6352,260.4209583,-48.3785
N6353,259.738125,15.73630556
N6354,260.2820833,-38.49694444
N6355,260.2171667,-26.30733333
N6356,260.1667917,-17.76861111
N6357,260.35,-34.15011111
N6358,259.4387917,52.66561111
N6359,259.3411667,61.83158333
N6360,260.3125,-29.81683333
N6360?,260.35,-29.83341667
N6361,259.51625,60.65836111
N6362,261.687125,-67.01119444
N6363=N6138,260.2658625,41.14779722
N6364,260.62825,29.43430556
N6365n,260.5604583,62.21861111
N6365s,260.5620833,62.21083333
N6366,261.2697917,-5.035916667
N6367,260.859775,37.80303056
N6368,261.2135,11.58380556
N6369,261.5735417,-23.72052778
N6370,260.6373333,57.01955556
N6371,261.3322083,26.54563889
N6372,261.3795,26.51505556
N6373,260.8510417,59.03897222
N6374=N6383,262.8605833,-32.54936111
N6375,261.7806458,16.24506667
N6376,261.144125,58.85930556
N6377,261.1604583,58.86475
N6378,262.0645,6.318722222
N6379,262.0857917,16.32541667
N6380,262.7530417,-39.03702778
N6381,261.6573333,60.05319444
N6382,261.7616667,56.90777778
N6383=N6374,262.8605833,-32.54936111
N6384,262.494875,7.09525
N6385,261.799,57.56086111
N6386,261.937575,52.76161111
N6387,261.895,57.58277778
N6387e,261.8995,57.58333333
N6387w,261.8924167,57.584
N6388,263.1572917,-44.7045
N6389,262.6067917,16.43652778
N6390,261.9561667,60.13280556
N6391,262.0199583,58.88886111
N6392,264.48375,-69.76138889
N6393?,262.3633333,59.56836111
N6394,262.4199167,59.67613889
N6395,261.794375,71.13575
N6396,263.5625,-34.98355556
N6397,264.1565,-53.64805556
N6398,264.52625,-61.66916667
N6399,262.7905417,59.64969444
N6400,264.2,-36.91675
N6401,263.8889167,-23.88133333
N6402,263.744,-3.2165
N6403,264.6925,-61.65861111
N6404,264.0791667,-33.21672222
N6405,264.2666667,-32.21686111
N6406,264.0334583,18.86030556
N6407,265.1045833,-60.71861111
N6408,264.1513458,18.90504444
N6409,263.8458333,50.79486111
N6410,263.6899167,60.82247222
N6411,263.7415,60.84327778
N6412,262.8470833,75.73961111
N6413,264.5909583,12.64841667
N6414,263.0020167,74.41060556
N6415,265.25,-35.05
N6416,265.2625,-32.33344444
N6417,264.9297083,23.69544444
N6418,264.35425,58.74163889
N6419,264.0744583,68.18430556
N6420,264.1142917,68.08080556
N6421,265.6083333,-33.66677778
N6422,264.171625,68.08672222
N6423,264.272875,68.19916667
N6424,264.1705958,70.017775
N6425,265.9416667,-31.50019444
N6426,265.6025417,3.189583333
N6427=N6431,265.4027083,25.51486111
N6428,265.4608333,25.57527778
N6428 n*,265.4622917,25.57727778
N6428 s*,265.4620417,25.57372222
N6429,265.51325,25.37130556
N6430,265.7598333,18.15794444
N6431=N6427,265.4027083,25.51486111
N6432,266.0741667,-24.87027778
N6433,265.5511667,36.82019444
N6434,264.419875,72.11638889
N6435,264.94125,62.66594444
N6436,265.154,60.47272222
N6437,266.25,-35.35
N6438,271.4649167,-85.41883333
N6438A,271.548625,-85.42311111
N6439,266.3603333,-16.45652778
N6440,266.4752917,-20.34547222
N6441,266.7035,-37.03691667
N6442,266.1784,20.77780556
N6443,265.8094583,48.13369444
N6444,266.5583333,-34.80008333
N6445,266.5705833,-19.99519444
N6446,266.0894167,35.58705556
N6447,266.1289583,35.58938889
N6448,265.8166667,53.55016667
N6449,265.7269583,56.82405556
N6450,266.3333333,18.58347222
N6451,266.8666667,-30.18355556
N6452,266.4588333,20.85305556
N6453,266.8832083,-34.58527778
N6454,266.0022917,55.72325
N6455:,266.9416667,-35.31680556
N6456,265.6627917,67.61441667
N6457,265.716875,66.49663889
N6458,266.7608,20.81834722
N6459,266.2140417,55.79447222
N6460,266.8413167,20.77740278
N6461,265.3152917,74.05794444
N6462,266.0825,61.92916667
N6463,265.9267667,67.62311111
N6464,266.3070833,60.91388889
N6465,267.4583333,-25.3875
N6466,266.7412083,51.41411111
N6467,267.1083333,17.55005556
N6467=?N6468,267.1145,17.55068056
N6467??,267.0917083,17.56708333
N6468,267.1125,17.55005556
N6468?=N6467,267.1145,17.55068056
N6468??,267.1625,17.55272222
N6469,267.5458333,-22.25025
N6470,266.0959167,67.63819444
N6471e,266.1089167,67.60963889
N6471w,266.0869167,67.61169444
N6472,266.0481708,67.64959444
N6473,266.5166667,57.31680556
N6473?,266.54475,57.27925
N6474,266.5646667,57.31755556
N6475,267.625,-34.78333333
N6476,267.7083333,-29.13336111
N6477,266.1607917,67.62936111
N6478,266.863875,51.17119444
N6479,266.834375,54.16383333
N6480,267.8,-30.4335
N6481,267.58375,4.177222222
N6482,267.4315833,23.08313889
N6483,268.6735833,-63.66533333
N6484,267.4310833,24.49438889
N6485,267.4995833,31.473
N6486,267.6659542,29.82809167
N6487,267.6935417,29.84838889
N6488,267.2240958,62.23611111
N6489,267.348375,60.10469444
N6490,268.0787292,18.38359722
N6491,267.3750417,61.54408333
N6492,269.4216667,-66.43055556
N6493,267.4667083,61.57097222
N6494,268.5333333,-18.96688889
N6495,268.1629208,18.33445
N6496,268.8530417,-44.26338889
N6497=N6498,267.655625,59.48188889
N6498=N6497,267.655625,59.48188889
N6499,268.285,18.36627778
N6500,268.4500917,18.34484722
N6501,268.467325,18.37941944
N6502,269.8066667,-65.41166667
N6503,267.4912917,#VALUE!
N6504,268.5655417,33.21461111
N6505,267.751675,65.54148056
N6506,269.2041667,-24.66688889
N6507,269.2333333,-17.43358333
N6508,267.6613917,72.03330833
N6509,269.245125,6.288805556
N6510=N6511,268.5222917,60.82461111
N6511=N6510,268.5222917,60.82461111
N6512,268.6069333,62.65106667
N6513,269.381125,24.88875
N6514,269.9125,-22.96677778
N6515,269.0545417,50.73144444
N6516,268.7166667,62.67472222
N6517,269.776375,-8.959416667
N6518,269.444975,28.86811111
N6519,270.0335417,-29.8065
N6519 ne *,270.0354167,-29.80491667
N6519 sw *,270.0317917,-29.80777778
N6520,270.0625,-27.88347222
N6521,268.8475,62.61705556
N6521A,269.0425,62.62027778
N6522=??N6551,270.094125,-30.03722222
N6523,270.155,-24.38277778
N6524,269.458,45.88919444
N6525,269.9383333,11.02333333
N6525 core,269.9333333,11.03722222
N6526,270.2541667,-24.43352778
N6527,269.9022917,19.72779167
N6528,270.4045,-30.05986111
N6529,270.525,-36.30002778
N6530,270.3583333,-24.35022222
N6531,270.2958333,-22.4835
N6532,269.5837083,56.23291667
N6533,270.25,-24.4
N6534,269.2625,64.30011111
N6534?,268.97375,64.28638889
N6535,270.318875,-0.300722222
N6536,269.2730417,64.94108333
N6537,270.563,-19.84811111
N6538,268.864,73.43008333
N6539,270.5290833,-7.59075
N6540,270.7470833,-27.76944444
N6541,271.1022917,-43.72280556
N6542,269.7808333,61.35983333
N6543,269.6425125,66.63477222
N6544,271.0639583,-25.00469444
N6545,271.8575,-63.78805556
N6546,271.0791667,-23.30005556
N6547,270.7828333,25.22772222
N6548=N6549,270.949625,18.58108333
N6549=N6548,270.949625,18.58108333
N6550,270.908625,18.53208333
N6551,271.2533333,-29.56666667
N6551??,271.3945833,-29.58
N6551??=N6522,270.094125,-30.03722222
N6552,270.03325,66.61477778
N6553,271.5463333,-25.91780556
N6554,271.6125,-18.38341667
N6554?,271.5125,-18.4335
N6555,271.4020833,17.59655556
N6556,271.7,-27.53336111
N6557,273.54875,-76.60472222
N6558,271.763,-31.77369444
N6559,271.7232917,-24.11830556
N6560,270.9641667,46.87575
N6561,271.9,-16.73338889
N6561?,271.9,-16.81083333
N6562,271.0292083,56.25725556
N6563,272.1836667,-33.88102778
N6564,271.70625,17.385
N6564 ne *,271.7075,17.38555556
N6564 nw *,271.7047917,17.38688889
N6564 sw *,271.706375,17.38216667
N6565,272.1792917,-28.19052778
N6566,271.472125,52.25227778
N6567,272.7010833,-19.09108333
N6568,272.4333333,-21.61672222
N6569,272.5972083,-31.84136111
N6570,272.2099167,14.0805
N6571,272.1729583,21.22683333
N6572,272.4190042,6.840366667
N6573?,272.7,-22.15022222
N6573??,272.8375,-22.18344444
N6573???,272.67,-22.13444444
N6574=N6610,272.3965833,14.96838889
N6575,272.2665417,31.10405556
N6576,272.4184917,21.41531389
N6577,272.4737,21.45035833
N6578,273.3250833,-20.46841667
N6579,272.6009583,21.40675
N6580,272.608875,21.41244444
N6581=I1280,272.5696125,25.64850278
N6582e,272.461,49.89661111
N6582w,272.4471667,49.89922222
N6583,273.2,-22.15005556
N6584,273.6580417,-52.236
N6585,272.680375,39.61875
N6586,272.876625,21.07511111
N6587,272.9161333,18.81008611
N6588,274.1583333,-63.81688889
N6588:,274.0395833,-63.83222222
N6588?,274.1091667,-63.8275
N6588??,274.1929167,-63.81527778
N6589=:I4690,273.4825,-19.79611111
N6590=N6595=I4700,273.5295833,-19.885
N6591:,272.98125,21.04722222
N6591?,273.0177917,21.05283333
N6591??,272.9470833,21.07361111
N6592,272.3315125,61.41029444
N6593,272.9879167,22.268
N6594,272.3866667,61.12166667
N6595=N6590=I4700,273.5295833,-19.885
N6596,273.6666667,-16.66672222
N6597,272.6702792,61.16741667
N6598,272.3185833,69.05711111
N6599=:N6600,273.4171833,24.89462222
N6600:=N6599,273.4171833,24.89462222
N6601,272.8042083,61.43880556
N6602,273.6323333,25.02483333
N6603,273.8791667,-18.41683333
N6604,273.81125,-12.26333333
N6605,273.2520833,-15.03333333
N6606,273.2937083,43.25161111
N6607,272.9302083,61.31827778
N6608,272.98875,61.28333333
N6609,273.0072917,61.31691667
N6610=N6574,272.3965833,14.96838889
N6610??,274.1872917,16.22816667
N6611,273.9916667,-13.81686111
N6612,273.607125,36.06
N6613,274.2675,-17.12444444
N6614,275.0908333,-63.27555556
N6615,274.0640417,13.24372222
N6616,273.8940417,22.21772222
N6617,273.3781667,61.30263889
N6618,274.475,-16.18352778
N6619,274.2115833,23.63383333
N6620,274.945125,-26.84725
N6621,273.3078333,68.33738889
N6622,273.2907083,68.34744444
N6623,274.40975,23.68661111
N6623 comp,274.40875,23.67833333
N6624,275.116125,-30.38788889
N6625:,275.0583333,-12.05
N6625?,275.0083333,-11.98341667
N6626,275.3672083,-24.89638889
N6627,275.0989583,15.67202778
N6628,275.07075,23.45172222
N6629,275.6679583,-23.23144444
N6630,276.9541667,-63.32833333
N6631,276.0975,-12.0625
N6632,275.766375,27.50583333
N6633,276.2041667,6.466833333
N6634=N6637,277.0300833,-32.38369444
N6635,276.3365,14.78644444
N6636ne,275.5211667,66.59538889
N6636sw,275.5114583,66.58933333
N6637=N6634,277.0300833,-32.38369444
N6638,276.9621667,-25.53436111
N6639,277.0416667,-13.18347222
N6640,276.5819167,34.27005556
N6641,276.714625,22.86880556
N6642,277.2138333,-23.51313889
N6643,275.3062083,74.54413889
N6644,277.3744167,-25.1665
N6645,277.4333333,-16.91675
N6646,277.00125,39.82991667
N6647,277.475,-17.26666667
N6648,276.358,64.94469444
N6649,277.675,-10.43347222
N6650,276.4101542,67.97494167
N6651,276.2725833,71.57191667
N6652,278.120875,-33.03247222
N6653,279.6079167,-73.31333333
N6654,276.3068333,73.15286111
N6654A,280.143125,73.53188889
N6655:,277.9592917,-5.961027778
N6656,278.33775,-23.94697222
N6657,277.80225,34.02186111
N6658,277.9571667,22.84811111
N6659,277.9791667,23.55008333
N6660=N6661,278.1284583,22.86936111
N6661=N6660,278.1285,22.86941667
N6662,278.0784583,32.02394444
N6663,277.981125,40.00913889
N6664,278.4583333,-8.250222222
N6665,278.1479167,30.67944444
N6666,278.225,33.53355556
N6667=N6668=N6678,277.7077083,67.94997222
N6668=N6667=N6678,277.7077083,67.94997222
N6669,278.7841667,22.15194444
N6670e,278.2464583,59.84766667
N6670m,278.2242917,59.84761111
N6670n,278.239875,59.84922222
N6670w,278.2183333,59.84638889
N6671,278.8546667,26.37327778
N6672,278.6758333,42.90361111
N6672 ne*,278.6757083,42.90463889
N6672 nw*,278.674375,42.90502778
N6672 s*,278.6747083,42.90155556
N6673,280.1154167,-62.34861111
N6674,279.13025,25.33002778
N6675,278.95,40.01316667
N6676,278.2972917,66.91877778
N6677:,278.4117917,67.06955556
N6678=N6667=N6668,277.7077083,67.94997222
N6679:=I4763,278.3890417,67.09636111
N6679ne,278.3845833,67.09555556
N6679sw,278.38625,67.09444444
N6680ne,279.4096667,22.273
N6680nw,279.4059167,22.27419444
N6680se,279.4075833,22.26969444
N6680sw,279.405,22.26936111
N6681,279.9880833,-32.34108333
N6682,279.2416667,-4.850166667
N6683,279.8875,-6.250194444
N6684,281.0097083,-65.22991667
N6684A,281.8766667,-64.89166667
N6685,279.5832083,39.93438889
N6686,279.6192083,40.09036389
N6687,279.17,59.59777778
N6688,279.7275,36.24144444
N6689=N6690,278.8447917,70.48133333
N6690=N6689,278.8447917,70.48133333
N6691,279.56175,55.59455556
N6692,279.9723333,34.79405556
N6693,279.95,36.86666667
N6694,280.6375,-9.433388889
N6695,280.270125,40.31611111
N6696,279.84375,59.28527778
N6697,280.8022917,25.45911111
N6698,281.3,-25.96672222
N6698?,281.25,-25.53333333
N6699,281.9445833,-57.38055556
N6700,281.0500417,32.22527778
N6701,280.6475,60.60147222
N6702,281.3784583,45.65005556
N6703,281.4657083,45.49438889
N6704,282.0208333,-5.25025
N6705,282.1,-6.316888889
N6706,283.0366667,-63.23194444
N6707,282.8308333,-53.88333333
N6708,282.8879167,-53.78833333
N6709,282.2375,10.25013889
N6710,282.1390833,26.77827778
N6711,281.9116667,47.59922222
N6712,282.586125,-8.767611111
N6713,282.2269583,33.89980556
N6714,281.4458333,66.66672222
N6715,282.962875,-30.54394444
N6716,282.9,-19.95025
N6717,283.0216667,-22.76616667
N6718,284.11875,-66.18166667
N6719,284.45375,-68.66027778
N6720,282.9314583,32.96544444
N6721,284.1429167,-57.82916667
N6722,284.70125,-64.96833333
N6723,284.0462083,-36.70136111
N6724:,283.6041667,10.35019444
N6725,284.4754167,-53.93666667
N6726,284.5666667,-36.95022222
N6727,284.5791667,-36.93358333
N6728:,284,-9.033361111
N6729,284.6333333,-37.01688889
N6730,285.5545833,-68.98972222
N6731,283.9175,43.00888889
N6732,283.80975,52.31016667
N6732 comp,283.81825,52.30980556
N6733,285.3958333,-62.27333333
N6734,285.5808333,-65.53944444
N6735,284.5125,-0.533555556
N6736,285.6458333,-65.50611111
N6737,284.8375,-18.61672222
N6737?,285.0191667,-18.59027778
N6737??,285.0333333,-18.60016667
N6738,284.75,11.5335
N6739,285.82125,-61.44638889
N6739?,285.8791667,-61.46677778
N6740,284.7164583,28.69894444
N6741,285.0103333,-0.521944444
N6742,284.4956667,48.395
N6743,284.8458333,29.20008333
N6744,286.2562917,-63.93772222
N6744A,286,-63.81
N6745n,285.0157917,40.68538889
N6745nw:,285.0130833,40.67658333
N6745nw?,285.015625,40.67927778
N6745s,285.0139167,40.67213889
N6746,286.4508333,-62.05083333
N6747,284.0684625,72.70433889
N6748,285.42375,21.53333333
N6749,285.6825,1.823888889
N6750,284.958625,59.09430556
N6751,285.8122917,-6.069444444
N6752=?N6777,286.613125,-60.06452778
N6753,286.7975,-57.13222222
N6754,286.8904167,-50.725
N6754A,286.2125,-51.11683333
N6755,286.3291667,4.183388889
N6756,286.5583333,4.616805556
N6757,286.0270833,55.64008333
N6758,287.4308333,-56.395
N6759,286.4185833,50.26825
N6760,287.1635,-0.946888889
N6761,287.8070833,-50.74472222
N6762=N6763,286.3095833,63.85525
N6763=N6762,286.3095833,63.85525
N6764,286.7554792,#VALUE!
N6765,287.29275,30.46191667
N6766,287.0025,46.25
N6767,287.4555833,37.64088889
N6768,288.2716667,-40.29833333
N6768 comp,288.2595833,-40.3125
N6769,288.4886667,-60.59205556
N6770,288.548625,-60.58794444
N6771,288.5574167,-60.63727778
N6772,287.998875,-2.793972222
N6773,288.1666667,4.766694444
N6773nw,288.1416667,4.783527778
N6774,288.2516667,-16.35
N6775,288.5333333,-1.016777778
N6775w,288.575,-1.000055556
N6776,290.1576667,-63.959
N6776A,290.1070833,-63.78138889
N6777?=N6752,286.613125,-60.06452778
N6777??,290.21625,-71.56444444
N6777?? w *,290.1634583,-71.565
N6777?? e *,290.267625,-71.56575
N6778=N6785,288.9554583,-1.688527778
N6779,288.660875,30.09355556
N6780,289.6883333,-55.87194444
N6781,289.0067917,6.446777778
N6782,289.8975,-60.02
N6783,288.8297917,45.92655556
N6784ne,290.4337083,-65.71775
N6784sw,290.4141667,-65.72633333
N6784sw+ne,290.425,-65.71677778
N6785=N6778,288.9554583,-1.688527778
N6786,287.9705417,73.32475
N6787,288.8657917,60.32686111
N6788,290.6958333,-55.05166667
N6789,289.071125,63.88075
N6790,290.102875,1.41625
N6791,289.7833333,37.66683333
N6792,289.8429167,43.03725
N6793,290.2708333,22.0335
N6794,291.1641667,-39.02138889
N6795,290.95,3.40025
N6796,290.2112083,61.04852778
N6797,291.4875,-25.77027778
N6798=I1300,290.7254167,53.52563889
N6799,292.0475,-56.01472222
N6800,291.2625,25.03341667
N6801,291.618875,54.26913889
N6802,292.1,20.15008333
N6803,292.22325,9.94975
N6804,292.2982917,9.118833333
N6805,293.3541667,-37.66638889
N6806,293.39875,-42.40833333
N6807,293.0242917,5.573944444
N6808,294.6170833,-70.75138889
N6809,294.2064167,-31.07816667
N6810,294.8379167,-58.77527778
N6811,293.9458333,46.26680556
N6812,295.3463958,-55.46838889
N6813,294.5826667,27.19247222
N6814,294.98225,-10.44372778
N6815,294.6708333,26.63347222
N6815n,294.6625,26.66691667
N6816,295.2333333,-28.52166667
N6817e,294.1905833,62.26905556
N6817w,294.1817292,62.26828889
N6818,295.286375,-14.27330556
N6819,294.8970833,40.06833333
N6820,295.0829167,22.96861111
N6821,295.4291667,-6.955277778
N6822=I4895,295.529625,-14.92011111
N6823,295.2541667,23.16688889
N6824,295.6519583,55.98833333
N6825,295.3525,63.95305556
N6826,295.8628167,50.40296667
N6827,296.6779167,21.08861111
N6828,296.9625,7.766805556
N6829,296.569,59.78183333
N6830,297.2083333,22.96675
N6831,296.7752875,59.76649722
N6832,296.8375,59.28352778
N6833,297.08675,48.83347222
N6834,297.5458333,29.26686111
N6835,297.9408333,-12.69833333
N6836,297.97125,-12.81916667
N6837,297.6916667,11.56669444
N6838=??N6839,297.88475,18.64683333
N6839,298.075,17.80011111
N6839??=N6838,297.88475,18.64683333
N6840,298.2333333,11.98341667
N6841,298.6625,-31.94555556
N6842,298.2558333,29.15627778
N6843,298.4370833,12.02972222
N6844,299.545,-65.36944444
N6845mn=N6845A,299.341625,-47.20825
N6845ms=N6845C,299.3354583,-47.22227778
N6845nw=N6845B,299.3719167,-47.19777778
N6845se=N6845D,299.3219583,-47.23308333
N6846,298.6304167,32.21527778
N6847,298.7833333,29.21669444
N6847?,298.6583333,30.06686111
N6848,299.6958333,-56.22944444
N6849,300.72375,-40.34194444
N6850,299.8916667,-54.98638889
N6851,299.9812083,-48.42552778
N6851A=N6861A,300.54625,-48.12138889
N6851B,300.5091667,-48.12222222
N6852,299.5300833,1.590277778
N6853,299.3612917,22.58258333
N6854,300.4365417,-54.51905556
N6854se,300.436875,-54.51877778
N6854nw,300.4348333,-54.51658333
N6855,300.7079167,-56.53416667
N6856,299.54,55.99305556
N6856?,299.5433333,55.98694444
N6857,299.96875,33.38555556
N6858,300.15,11.11669444
N6858?,300.1316667,11.11722222
N6859,300.31625,-0.301944444
N6860,301.1229167,-61.24555556
N6861=I4949,300.9225,-48.51416667
N6861A=N6851A,300.54625,-48.12138889
N6861B,300.6120833,-48.61805556
N6861C,300.7591667,-48.79333333
N6861D,301.1758333,-48.35611111
N6861E,301.84625,-48.83972222
N6861F,301.8945833,-48.42472222
N6862,301.2291667,-56.53916667
N6863,300.6245833,-3.698055556
N6864,300.7830417,-22.06594444
N6865,300.8066667,-9.185
N6866,300.5666667,44.01666667
N6867,301.6475,-54.93222222
N6868,301.5677583,-48.52728611
N6868 comp,301.5878333,-48.50511111
N6869,300.0805417,66.08797222
N6870,301.6387083,-48.43519444
N6870 comp,301.6055417,-48.42572222
N6871,301.0279167,35.6325
N6872,302.926125,-70.92247222
N6873,301.2541667,20.95011111
N6874,301.4291667,38.1
N6874?,301.4954167,38.08666667
N6875,302.4166667,-46.31083333
N6875A,302.0966667,-46.29333333
N6876,303.2719583,-71.01461111
N6876A=I4945,301.4941667,-71.16055556
N6877,303.3416667,-71.00916667
N6878,302.6016667,-44.67777778
N6878A,302.52625,-44.96833333
N6879,302.041625,16.77402778
N6880,303.5679167,-71.01638889
N6881,302.257,37.26205556
N6882:=N6885,302.4666667,26.33333333
N6882?,302.425,26.65013889
N6882??,302.4516667,26.52166667
N6882???,302.46375,26.585
N6883,302.3604167,35.68222222
N6884,302.2044167,46.31180556
N6885=:N6882,302.4666667,26.33333333
N6886,302.6225,19.83827778
N6887,303.375,-52.95222222
N6888,302.5708333,38.20388889
N6888 knot,302.6833333,38.28355556
N6889,303.7633333,-54.11361111
N6890,303.7055542,-44.96144722
N6891,303.1984167,12.55027778
N6892,303.6725,17.86388889
N6893,304.30875,-48.39722222
N6894,303.59475,30.41016667
N6895,303.7583333,50.06677778
N6896:,304.01,30.48305556
N6896: nw *,304.0078333,30.48463889
N6896: se *,304.012375,30.48219444
N6897,304.5647917,-12.41408333
N6898,304.5925,-12.51833333
N6899,305.1766667,-50.59555556
N6900,304.745,-2.73
N6901=I5000,304.9742083,6.269166667
N6902=?I4948,305.2589583,-43.81552778
N6902Ane,304.8887083,-44.43211111
N6902Asw,304.8815417,-44.43486111
N6902B,304.92,-44.03027778
N6903,305.2166667,-19.4875
N6904,304.9191667,25.58083333
N6905,305.037375,19.94363889
N6906,305.2760417,6.281611111
N6907,305.5325,-24.97213889
N6908,305.5418333,-24.96416667
N6909,306.0295833,-47.19222222
N6910,305.35,40.61666667
N6911,304.79875,66.56905556
N6912,306.0004167,-18.7825
N6913,305.525,38.33352778
N6914,305.7454167,42.31916667
N6915,306.28875,-3.242777778
N6916,305.6125,58.18127778
N6917,306.259,7.931888889
N6918,306.8125,-47.64138889
N6919,307.0516667,-44.38611111
N6920,309.12625,-80.17972222
N6921,306.5865417,25.55644444
N6922e,306.820875,-2.359444444
